order_id,order_date,region,category,sales_channel,quantity,unit_price,gross_sales,discount,net_sales,category_value,error_code,is_valid,gross_sales_fixed,net_sales_fixed,diff_gross
55,2024-05-16,East,Clothing,Marketplace,4.0,671.34,2685.36,0.23,2067.7272000000003,VALID,NONE,True,2685.36,2067.7272000000003,0.0
56,2023-12-09,Central,Sports,Online,13.0,384.8,5002.400000000001,0.03,4852.328,VALID,NONE,True,5002.400000000001,4852.328,0.0
59,2024-01-14,Central,Sports,Marketplace,9.0,599.03,5391.27,0.2,4313.016,VALID,NONE,True,5391.2699999999995,4313.016,-9.094947017729282e-13
60,2023-08-30,North,Electronics,Store,4.0,654.36,2617.44,0.1,2355.696,VALID,NONE,True,2617.44,2355.696,0.0
62,2024-09-15,Central,Electronics,Store,10.0,593.17,5931.7,0.13,5160.579,VALID,NONE,True,5931.7,5160.579,0.0
63,2023-05-16,West,Home,Store,6.0,145.3,871.8000000000001,0.23,671.2860000000001,VALID,NONE,True,871.8000000000001,671.2860000000001,0.0
65,2024-07-24,North,Clothing,Marketplace,4.0,152.27,609.08,0.28,438.5376,VALID,NONE,True,609.08,438.5376,0.0
67,2023-03-05,East,Clothing,Marketplace,4.0,294.3,1177.2,0.16,988.848,VALID,NONE,True,1177.2,988.848,0.0
68,2024-01-01,North,Beauty,Marketplace,1.0,267.79,267.79,0.15,227.6215,VALID,NONE,True,267.79,227.6215,0.0
69,2024-11-24,South,Clothing,Marketplace,6.0,475.63,2853.78,0.2,2283.024,VALID,NONE,True,2853.7799999999997,2283.024,-4.547473508864641e-13
70,2023-10-10,North,Sports,Store,2.0,4.53,9.06,0.18,7.429200000000001,VALID,NONE,True,9.06,7.429200000000001,0.0
71,2024-06-24,East,Electronics,Online,3.0,536.27,1608.81,0.13,1399.6647,VALID,NONE,True,1608.81,1399.6647,0.0
72,2024-09-07,South,Clothing,Marketplace,11.0,314.39,3458.29,0.01,3423.7071,VALID,NONE,True,3458.29,3423.7071,0.0
74,2023-05-13,North,Sports,Store,4.0,8.5,34.0,0.13,29.58,VALID,NONE,True,34.0,29.58,0.0
75,2023-04-20,North,Sports,Online,10.0,496.99,4969.9,0.27,3628.027,VALID,NONE,True,4969.9,3628.0269999999996,0.0
79,2024-04-17,Central,Home,Store,7.0,680.1,4760.7,0.11,4237.023,VALID,NONE,True,4760.7,4237.023,0.0
81,2024-03-07,East,Beauty,Online,9.0,615.45,5539.05,0.13,4818.9735,VALID,NONE,True,5539.05,4818.9735,0.0
82,2024-06-25,East,Home,Store,6.0,690.81,4144.86,0.31,2859.9533999999994,VALID,NONE,True,4144.86,2859.9533999999994,0.0
83,2024-08-24,West,Beauty,Marketplace,13.0,662.56,8613.279999999999,0.33,5770.897599999998,VALID,NONE,True,8613.279999999999,5770.897599999998,0.0
84,2023-08-15,South,Home,Store,10.0,145.82,1458.1999999999998,0.34,962.4119999999998,VALID,NONE,True,1458.1999999999998,962.4119999999998,0.0
85,2024-07-17,North,Clothing,Marketplace,9.0,11.96,107.64,0.13,93.6468,VALID,NONE,True,107.64000000000001,93.64680000000001,1.4210854715202004e-14
86,2023-02-04,Central,Home,Marketplace,10.0,612.65,6126.5,0.15,5207.525,VALID,NONE,True,6126.5,5207.525,0.0
88,2024-08-14,South,Beauty,Marketplace,4.0,542.62,2170.48,0.09,1975.1368,VALID,NONE,True,2170.48,1975.1368,0.0
89,2024-06-16,Central,Sports,Store,11.0,97.81,1075.91,0.09,979.0781,VALID,NONE,True,1075.91,979.0781000000001,0.0
91,2023-11-23,West,Beauty,Marketplace,6.0,498.73,2992.38,0.11,2663.2182000000003,VALID,NONE,True,2992.38,2663.2182000000003,0.0
93,2024-02-05,South,Electronics,Online,14.0,626.38,8769.32,0.25,6576.99,VALID,NONE,True,8769.32,6576.99,0.0
94,2024-03-18,East,Sports,Store,6.0,402.95,2417.7,0.29,1716.5669999999998,VALID,NONE,True,2417.7,1716.5669999999998,0.0
99,2023-03-23,South,Sports,Store,14.0,182.9,2560.6,0.34,1689.9959999999996,VALID,NONE,True,2560.6,1689.9959999999996,0.0
102,2024-04-09,East,Home,Online,3.0,574.86,1724.58,0.11,1534.8762,VALID,NONE,True,1724.58,1534.8762,0.0
103,2024-03-13,East,Electronics,Online,9.0,503.46,4531.139999999999,0.0,4531.139999999999,VALID,NONE,True,4531.139999999999,4531.139999999999,0.0
104,2024-01-26,Central,Sports,Online,4.0,581.11,2324.44,0.3,1627.108,VALID,NONE,True,2324.44,1627.108,0.0
106,2023-07-09,North,Beauty,Marketplace,1.0,136.93,136.93,0.32,93.1124,VALID,NONE,True,136.93,93.1124,0.0
107,2024-04-22,West,Clothing,Online,6.0,415.39,2492.34,0.1,2243.106,VALID,NONE,True,2492.34,2243.106,0.0
110,2024-07-14,East,Beauty,Marketplace,6.0,314.73,1888.38,0.3,1321.866,VALID,NONE,True,1888.38,1321.866,0.0
111,2023-01-20,North,Home,Online,9.0,662.49,5962.41,0.2,4769.928,VALID,NONE,True,5962.41,4769.928,0.0
112,2024-06-04,South,Home,Store,4.0,400.57,1602.28,0.1,1442.052,VALID,NONE,True,1602.28,1442.052,0.0
114,2023-07-13,North,Clothing,Store,11.0,343.57,3779.27,0.13,3287.9649,VALID,NONE,True,3779.27,3287.9649,0.0
115,2024-12-07,East,Electronics,Store,1.0,290.36,290.36,0.15,246.806,VALID,NONE,True,290.36,246.806,0.0
116,2024-09-09,Central,Beauty,Marketplace,12.0,105.97,1271.64,0.18,1042.7448,VALID,NONE,True,1271.6399999999999,1042.7448,-2.2737367544323206e-13
120,2024-12-29,South,Beauty,Marketplace,5.0,599.13,2995.65,0.24,2276.694,VALID,NONE,True,2995.65,2276.694,0.0
122,2024-11-25,East,Clothing,Online,12.0,263.42,3161.04,0.25,2370.78,VALID,NONE,True,3161.04,2370.7799999999997,0.0
123,2024-01-02,South,Electronics,Store,6.0,651.97,3911.82,0.1,3520.6380000000004,VALID,NONE,True,3911.82,3520.6380000000004,0.0
124,2024-08-02,North,Home,Marketplace,14.0,313.37,4387.18,0.3,3071.026,VALID,NONE,True,4387.18,3071.026,0.0
126,2023-06-09,West,Home,Store,14.0,545.72,7640.08,0.25,5730.06,VALID,NONE,True,7640.08,5730.0599999999995,0.0
127,2023-05-17,Central,Electronics,Marketplace,10.0,224.35,2243.5,0.1,2019.15,VALID,NONE,True,2243.5,2019.15,0.0
128,2024-03-20,East,Beauty,Online,5.0,95.64,478.2,0.1,430.38,VALID,NONE,True,478.2,430.38,0.0
129,2023-12-19,East,Electronics,Online,4.0,12.58,50.32,0.23,38.7464,VALID,NONE,True,50.32,38.7464,0.0
131,2023-09-30,East,Beauty,Online,4.0,382.89,1531.56,0.16,1286.5104,VALID,NONE,True,1531.56,1286.5104,0.0
132,2023-05-12,West,Clothing,Store,12.0,75.7,908.4,0.24,690.3840000000001,VALID,NONE,True,908.4000000000001,690.3840000000001,1.1368683772161603e-13
134,2024-06-01,East,Home,Online,10.0,89.97,899.7,0.29,638.787,VALID,NONE,True,899.7,638.787,0.0
135,2024-04-02,North,Electronics,Marketplace,5.0,73.3,366.5,0.25,274.875,VALID,NONE,True,366.5,274.875,0.0
137,2024-02-10,Central,Clothing,Store,6.0,586.8,3520.8,0.26,2605.392,VALID,NONE,True,3520.7999999999997,2605.392,-4.547473508864641e-13
140,2024-10-05,Central,Home,Marketplace,7.0,46.93,328.51,0.06,308.7994,VALID,NONE,True,328.51,308.7994,0.0
143,2024-11-06,East,Beauty,Online,8.0,668.17,5345.36,0.11,4757.3704,VALID,NONE,True,5345.36,4757.3704,0.0
144,2023-10-28,Central,Electronics,Store,9.0,490.02,4410.18,0.32,2998.9224,VALID,NONE,True,4410.18,2998.9224,0.0
145,2024-09-29,West,Home,Marketplace,3.0,669.09,2007.27,0.0,2007.27,VALID,NONE,True,2007.27,2007.27,0.0
146,2023-08-16,South,Home,Store,12.0,68.31,819.72,0.28,590.1984,VALID,NONE,True,819.72,590.1984,0.0
148,2024-08-16,South,Sports,Online,1.0,417.32,417.32,0.21,329.6828,VALID,NONE,True,417.32,329.6828,0.0
149,2023-04-01,South,Beauty,Store,6.0,694.27,4165.62,0.11,3707.4018,VALID,NONE,True,4165.62,3707.4018,0.0
151,2024-11-27,East,Electronics,Online,11.0,272.8,3000.8,0.26,2220.592,VALID,NONE,True,3000.8,2220.592,0.0
152,2023-07-02,South,Electronics,Marketplace,3.0,404.61,1213.83,0.12,1068.1704,VALID,NONE,True,1213.83,1068.1704,0.0
153,2024-02-24,South,Electronics,Store,9.0,697.94,6281.460000000001,0.31,4334.2074,VALID,NONE,True,6281.460000000001,4334.2074,0.0
154,2023-01-13,East,Electronics,Store,3.0,46.41,139.23,0.01,137.83769999999998,VALID,NONE,True,139.23,137.83769999999998,0.0
155,2023-12-21,Central,Clothing,Online,10.0,21.68,216.8,0.24,164.768,VALID,NONE,True,216.8,164.768,0.0
157,2024-03-25,Central,Clothing,Online,14.0,150.88,2112.32,0.06,1985.5808,VALID,NONE,True,2112.3199999999997,1985.5807999999997,-4.547473508864641e-13
158,2024-10-20,North,Clothing,Store,14.0,495.19,6932.66,0.35,4506.229,VALID,NONE,True,6932.66,4506.229,0.0
159,2024-08-16,South,Clothing,Online,8.0,279.92,2239.36,0.18,1836.2752000000005,VALID,NONE,True,2239.36,1836.2752000000003,0.0
160,2023-04-16,South,Clothing,Store,7.0,472.65,3308.55,0.01,3275.4645,VALID,NONE,True,3308.5499999999997,3275.4644999999996,-4.547473508864641e-13
161,2023-01-15,North,Clothing,Marketplace,5.0,505.76,2528.8,0.04,2427.648,VALID,NONE,True,2528.8,2427.648,0.0
162,2024-07-13,North,Beauty,Store,10.0,16.72,167.2,0.25,125.4,VALID,NONE,True,167.2,125.39999999999999,0.0
164,2023-12-12,East,Clothing,Marketplace,8.0,502.39,4019.12,0.02,3938.7376,VALID,NONE,True,4019.12,3938.7376,0.0
168,2024-11-12,East,Home,Marketplace,5.0,117.32,586.5999999999999,0.34,387.1559999999999,VALID,NONE,True,586.5999999999999,387.1559999999999,0.0
170,2023-04-10,East,Clothing,Online,10.0,533.11,5331.1,0.3,3731.77,VALID,NONE,True,5331.1,3731.77,0.0
172,2024-02-05,North,Home,Store,11.0,294.78,3242.58,0.13,2821.0446,VALID,NONE,True,3242.58,2821.0445999999997,0.0
173,2023-07-15,Central,Home,Online,8.0,197.89,1583.12,0.03,1535.6264,VALID,NONE,True,1583.12,1535.6263999999999,0.0
174,2024-09-02,South,Electronics,Store,3.0,168.6,505.8,0.08,465.336,VALID,NONE,True,505.79999999999995,465.33599999999996,-5.684341886080802e-14
175,2023-05-29,Central,Electronics,Store,1.0,244.87,244.87,0.09,222.8317,VALID,NONE,True,244.87,222.8317,0.0
176,2024-07-19,South,Sports,Store,10.0,610.45,6104.5,0.1,5494.05,VALID,NONE,True,6104.5,5494.05,0.0
178,2024-07-11,East,Clothing,Online,3.0,225.92,677.76,0.3,474.432,VALID,NONE,True,677.76,474.43199999999996,0.0
180,2024-11-28,South,Electronics,Marketplace,8.0,390.99,3127.92,0.32,2126.9856,VALID,NONE,True,3127.92,2126.9856,0.0
182,2024-12-30,North,Sports,Marketplace,10.0,35.28,352.8,0.04,338.688,VALID,NONE,True,352.8,338.688,0.0
183,2023-04-05,North,Clothing,Online,11.0,576.85,6345.35,0.14,5457.001,VALID,NONE,True,6345.35,5457.001,0.0
184,2023-05-15,East,Sports,Store,3.0,242.34,727.02,0.28,523.4544,VALID,NONE,True,727.02,523.4544,0.0
185,2023-03-17,North,Electronics,Online,4.0,32.64,130.56,0.33,87.47519999999999,VALID,NONE,True,130.56,87.47519999999999,0.0
187,2023-10-08,West,Clothing,Store,11.0,640.22,7042.42,0.03,6831.1474,VALID,NONE,True,7042.42,6831.1474,0.0
188,2024-08-03,East,Home,Marketplace,1.0,272.15,272.15,0.21,214.9985,VALID,NONE,True,272.15,214.99849999999998,0.0
190,2023-08-24,Central,Home,Online,7.0,300.98,2106.86,0.13,1832.9682,VALID,NONE,True,2106.86,1832.9682,0.0
191,2024-01-03,Central,Clothing,Marketplace,7.0,571.87,4003.09,0.31,2762.1321,VALID,NONE,True,4003.09,2762.1321,0.0
193,2024-05-01,West,Electronics,Marketplace,11.0,325.23,3577.53,0.33,2396.9451,VALID,NONE,True,3577.53,2396.9451,0.0
195,2024-09-15,East,Electronics,Store,12.0,525.66,6307.92,0.35,4100.148,VALID,NONE,True,6307.92,4100.148,0.0
196,2023-06-01,North,Electronics,Marketplace,8.0,471.74,3773.92,0.06,3547.4848,VALID,NONE,True,3773.92,3547.4847999999997,0.0
197,2023-08-30,South,Clothing,Online,5.0,569.91,2849.55,0.15,2422.1175,VALID,NONE,True,2849.5499999999997,2422.1175,-4.547473508864641e-13
198,2024-03-16,North,Electronics,Store,5.0,509.73,2548.65,0.27,1860.5145,VALID,NONE,True,2548.65,1860.5145,0.0
199,2024-04-25,Central,Home,Online,12.0,304.29,3651.480000000001,0.05,3468.9060000000004,VALID,NONE,True,3651.4800000000005,3468.9060000000004,-4.547473508864641e-13
200,2024-10-03,South,Beauty,Store,13.0,53.24,692.12,0.09,629.8292,VALID,NONE,True,692.12,629.8292,0.0
202,2024-09-28,Central,Beauty,Store,3.0,147.6,442.8,0.32,301.1039999999999,VALID,NONE,True,442.79999999999995,301.1039999999999,-5.684341886080802e-14
203,2024-09-13,West,Clothing,Online,3.0,405.91,1217.73,0.09,1108.1343000000002,VALID,NONE,True,1217.73,1108.1343000000002,0.0
204,2023-12-12,Central,Home,Online,1.0,201.96,201.96,0.31,139.3524,VALID,NONE,True,201.96,139.3524,0.0
205,2023-09-15,East,Electronics,Store,8.0,540.12,4320.96,0.14,3716.0256,VALID,NONE,True,4320.96,3716.0256,0.0
206,2023-02-07,North,Beauty,Store,8.0,666.32,5330.56,0.06,5010.7264000000005,VALID,NONE,True,5330.56,5010.7264000000005,0.0
208,2024-02-28,West,Home,Store,11.0,603.37,6637.07,0.11,5906.9923,VALID,NONE,True,6637.07,5906.9923,0.0
209,2023-11-07,Central,Electronics,Marketplace,14.0,358.08,5013.12,0.19,4060.6272,VALID,NONE,True,5013.12,4060.6272000000004,0.0
210,2024-12-18,South,Electronics,Store,2.0,645.96,1291.92,0.1,1162.728,VALID,NONE,True,1291.92,1162.728,0.0
212,2024-05-31,East,Home,Store,10.0,398.16,3981.6,0.1,3583.4400000000005,VALID,NONE,True,3981.6000000000004,3583.4400000000005,4.547473508864641e-13
213,2023-03-26,South,Beauty,Online,1.0,576.52,576.52,0.34,380.5032,VALID,NONE,True,576.52,380.50319999999994,0.0
216,2023-04-06,Central,Home,Online,5.0,17.05,85.25,0.33,57.11749999999999,VALID,NONE,True,85.25,57.11749999999999,0.0
218,2023-11-01,North,Sports,Marketplace,3.0,389.43,1168.29,0.01,1156.6071,VALID,NONE,True,1168.29,1156.6071,0.0
221,2023-03-16,North,Home,Online,4.0,553.72,2214.88,0.14,1904.7968,VALID,NONE,True,2214.88,1904.7968,0.0
224,2023-12-22,Central,Sports,Store,12.0,617.6,7411.200000000001,0.06,6966.528,VALID,NONE,True,7411.200000000001,6966.528,0.0
225,2024-04-14,East,Home,Marketplace,11.0,83.95,923.45,0.16,775.698,VALID,NONE,True,923.45,775.698,0.0
226,2024-05-24,South,Sports,Store,11.0,550.83,6059.13,0.11,5392.6257000000005,VALID,NONE,True,6059.13,5392.6257000000005,0.0
227,2023-03-29,Central,Beauty,Store,14.0,475.43,6656.02,0.02,6522.899600000001,VALID,NONE,True,6656.02,6522.899600000001,0.0
228,2024-01-27,West,Home,Store,8.0,370.06,2960.48,0.01,2930.8752,VALID,NONE,True,2960.48,2930.8752,0.0
230,2024-11-19,North,Sports,Store,9.0,98.1,882.9,0.27,644.5169999999999,VALID,NONE,True,882.9,644.5169999999999,0.0
232,2024-02-06,North,Electronics,Online,1.0,42.77,42.77,0.18,35.071400000000004,VALID,NONE,True,42.77,35.071400000000004,0.0
233,2024-01-11,South,Beauty,Store,9.0,116.57,1049.13,0.11,933.7257,VALID,NONE,True,1049.1299999999999,933.7257,-2.2737367544323206e-13
234,2024-10-20,West,Beauty,Online,9.0,369.58,3326.22,0.01,3292.9578,VALID,NONE,True,3326.22,3292.9577999999997,0.0
235,2024-11-06,East,Beauty,Marketplace,8.0,269.88,2159.04,0.14,1856.7744,VALID,NONE,True,2159.04,1856.7744,0.0
238,2024-04-09,East,Electronics,Store,10.0,575.53,5755.299999999999,0.11,5122.217,VALID,NONE,True,5755.299999999999,5122.217,0.0
239,2023-09-08,West,Electronics,Marketplace,10.0,140.44,1404.4,0.12,1235.872,VALID,NONE,True,1404.4,1235.872,0.0
240,2023-06-21,West,Beauty,Marketplace,7.0,219.99,1539.93,0.15,1308.9405,VALID,NONE,True,1539.93,1308.9405,0.0
241,2024-01-04,West,Clothing,Online,8.0,363.47,2907.76,0.05,2762.3720000000003,VALID,NONE,True,2907.76,2762.3720000000003,0.0
242,2023-10-28,Central,Clothing,Online,4.0,360.21,1440.84,0.2,1152.672,VALID,NONE,True,1440.84,1152.672,0.0
243,2024-08-19,South,Beauty,Store,10.0,532.21,5322.1,0.12,4683.448,VALID,NONE,True,5322.1,4683.448,0.0
244,2023-10-27,East,Beauty,Marketplace,12.0,611.5,7338.0,0.33,4916.459999999999,VALID,NONE,True,7338.0,4916.459999999999,0.0
245,2024-12-09,East,Beauty,Online,8.0,110.6,884.8,0.15,752.0799999999999,VALID,NONE,True,884.8,752.0799999999999,0.0
248,2024-05-27,East,Home,Store,1.0,473.03,473.03,0.06,444.6482,VALID,NONE,True,473.03,444.6482,0.0
251,2023-12-02,North,Beauty,Online,2.0,571.59,1143.18,0.07,1063.1574,VALID,NONE,True,1143.18,1063.1574,0.0
252,2024-09-03,North,Sports,Store,8.0,455.43,3643.44,0.23,2805.4488,VALID,NONE,True,3643.44,2805.4488,0.0
253,2023-07-20,South,Clothing,Store,10.0,409.81,4098.1,0.17,3401.423,VALID,NONE,True,4098.1,3401.4230000000002,0.0
254,2023-08-09,North,Clothing,Marketplace,3.0,505.6,1516.8000000000002,0.16,1274.112,VALID,NONE,True,1516.8000000000002,1274.112,0.0
255,2023-03-19,North,Home,Online,8.0,493.57,3948.56,0.27,2882.4488,VALID,NONE,True,3948.56,2882.4487999999997,0.0
256,2023-10-31,South,Home,Marketplace,3.0,172.46,517.38,0.11,460.4682,VALID,NONE,True,517.38,460.4682,0.0
258,2024-01-24,East,Sports,Store,10.0,465.52,4655.2,0.19,3770.712,VALID,NONE,True,4655.2,3770.712,0.0
260,2024-10-14,Central,Electronics,Online,5.0,576.94,2884.7000000000003,0.27,2105.831,VALID,NONE,True,2884.7000000000003,2105.831,0.0
261,2023-03-06,South,Clothing,Online,2.0,444.28,888.56,0.16,746.3903999999999,VALID,NONE,True,888.56,746.3903999999999,0.0
262,2023-05-14,South,Electronics,Marketplace,11.0,423.61,4659.71,0.17,3867.5593,VALID,NONE,True,4659.71,3867.5593,0.0
263,2024-03-31,East,Sports,Marketplace,7.0,451.5,3160.5,0.31,2180.745,VALID,NONE,True,3160.5,2180.745,0.0
264,2023-03-04,Central,Electronics,Marketplace,5.0,558.24,2791.2,0.23,2149.224,VALID,NONE,True,2791.2,2149.2239999999997,0.0
265,2024-04-24,North,Electronics,Online,10.0,50.97,509.7,0.13,443.439,VALID,NONE,True,509.7,443.43899999999996,0.0
266,2024-05-23,North,Beauty,Online,10.0,379.11,3791.1,0.0,3791.1,VALID,NONE,True,3791.1000000000004,3791.1000000000004,4.547473508864641e-13
269,2024-09-30,North,Sports,Marketplace,12.0,567.53,6810.36,0.15,5788.806,VALID,NONE,True,6810.36,5788.806,0.0
270,2024-02-17,North,Electronics,Online,13.0,253.33,3293.29,0.29,2338.2359,VALID,NONE,True,3293.29,2338.2358999999997,0.0
271,2023-01-20,South,Clothing,Marketplace,4.0,437.68,1750.72,0.27,1278.0256,VALID,NONE,True,1750.72,1278.0256,0.0
272,2024-08-31,East,Beauty,Online,5.0,615.1,3075.5,0.23,2368.135,VALID,NONE,True,3075.5,2368.135,0.0
273,2023-04-23,West,Home,Store,14.0,521.59,7302.26,0.07,6791.1018,VALID,NONE,True,7302.26,6791.1017999999995,0.0
276,2023-04-24,North,Clothing,Online,3.0,299.34,898.02,0.24,682.4952,VALID,NONE,True,898.02,682.4952,0.0
279,2024-11-18,South,Electronics,Online,12.0,611.64,7339.68,0.06,6899.2992,VALID,NONE,True,7339.68,6899.2991999999995,0.0
281,2023-08-14,Central,Home,Store,14.0,34.58,484.12,0.06,455.0728,VALID,NONE,True,484.12,455.0728,0.0
282,2023-02-22,Central,Beauty,Online,8.0,216.23,1729.84,0.25,1297.38,VALID,NONE,True,1729.84,1297.3799999999999,0.0
284,2023-09-21,East,Sports,Online,7.0,471.64,3301.48,0.09,3004.3468000000003,VALID,NONE,True,3301.48,3004.3468000000003,0.0
285,2023-03-18,North,Clothing,Marketplace,8.0,699.27,5594.16,0.06,5258.510399999999,VALID,NONE,True,5594.16,5258.510399999999,0.0
287,2023-02-17,South,Electronics,Store,4.0,340.96,1363.84,0.25,1022.88,VALID,NONE,True,1363.84,1022.8799999999999,0.0
291,2023-01-24,Central,Electronics,Online,6.0,651.95,3911.7,0.04,3755.232,VALID,NONE,True,3911.7000000000003,3755.232,4.547473508864641e-13
294,2024-07-25,Central,Clothing,Online,12.0,59.95,719.4000000000001,0.14,618.6840000000001,VALID,NONE,True,719.4000000000001,618.6840000000001,0.0
297,2024-02-21,North,Electronics,Online,4.0,608.87,2435.48,0.11,2167.5772,VALID,NONE,True,2435.48,2167.5772,0.0
300,2024-08-16,South,Home,Marketplace,12.0,266.51,3198.12,0.2,2558.496,VALID,NONE,True,3198.12,2558.496,0.0
301,2023-10-07,South,Clothing,Store,5.0,642.14,3210.7,0.07,2985.951,VALID,NONE,True,3210.7,2985.9509999999996,0.0
302,2023-12-09,East,Clothing,Store,5.0,208.0,1040.0,0.24,790.4,VALID,NONE,True,1040.0,790.4,0.0
303,2023-05-08,West,Sports,Online,5.0,268.02,1340.1,0.12,1179.288,VALID,NONE,True,1340.1,1179.288,0.0
305,2024-03-18,North,Home,Store,8.0,430.2,3441.6,0.0,3441.6,VALID,NONE,True,3441.6,3441.6,0.0
307,2024-12-28,North,Beauty,Store,6.0,512.66,3075.96,0.03,2983.6812,VALID,NONE,True,3075.96,2983.6812,0.0
309,2023-11-20,West,Sports,Online,10.0,321.82,3218.2,0.27,2349.286,VALID,NONE,True,3218.2,2349.2859999999996,0.0
310,2023-10-18,Central,Beauty,Marketplace,6.0,477.05,2862.3,0.26,2118.1020000000003,VALID,NONE,True,2862.3,2118.1020000000003,0.0
