order_id,order_date,region,category,sales_channel,quantity,unit_price,gross_sales,discount,net_sales
125,2023-11-04,West,Clothing,Marketplace,0.0,157.2,0.0,,
126,2023-06-09,West,Home,Store,14.0,545.72,7640.08,0.25,5730.0599999999995
127,2023-05-17,Central,Electronics,Marketplace,10.0,224.35,2243.5,0.1,2019.15
128,2024-03-20,East,Beauty,Online,5.0,95.64,478.2,0.1,430.38
129,2023-12-19,East,Electronics,Online,4.0,12.58,50.32,0.23,38.7464
130,2024-05-24,West,Home,Store,-2.0,665.94,-1331.88,0.33,-892.3596
131,2023-09-30,East,Beauty,Online,4.0,382.89,1531.56,0.16,1286.5104
132,2023-05-12,West,Clothing,Store,12.0,75.7,908.4000000000001,0.24,690.3840000000001
133,2023-12-16,East,Electronics,Marketplace,1.0,,,0.01,
134,2024-06-01,East,Home,Online,10.0,89.97,899.7,0.29,638.787
135,2024-04-02,North,Electronics,Marketplace,5.0,73.3,366.5,0.25,274.875
136,2024-10-11,South,Sports,Online,-1.0,577.75,-577.75,0.29,-410.2025
137,2024-02-10,Central,Clothing,Store,6.0,586.8,3520.7999999999997,0.26,2605.392
138,2023-08-02,Central,Beauty,Marketplace,-1.0,490.38,-490.38,,
139,2024-02-13,North,Clothing,Marketplace,-2.0,3.65,-7.3,0.27,-5.329
140,2024-10-05,Central,Home,Marketplace,7.0,46.93,328.51,0.06,308.7994
141,2024-04-20,North,Home,Store,,130.67,,0.16,
142,2024-04-18,South,Clothing,Store,3.0,-15.12,-45.36,0.09,-41.2776
143,2024-11-06,East,Beauty,Online,8.0,668.17,5345.36,0.11,4757.3704
144,2023-10-28,Central,Electronics,Store,9.0,490.02,4410.18,0.32,2998.9224
145,2024-09-29,West,Home,Marketplace,3.0,669.09,2007.27,0.0,2007.27
146,2023-08-16,South,Home,Store,12.0,68.31,819.72,0.28,590.1984
147,2023-03-30,North,Clothing,Marketplace,0.0,180.44,0.0,0.22,0.0
148,2024-08-16,South,Sports,Online,1.0,417.32,417.32,0.21,329.6828
149,2023-04-01,South,Beauty,Store,6.0,694.27,4165.62,0.11,3707.4018
150,2024-01-25,West,Electronics,Marketplace,-2.0,346.64,-693.28,0.05,-658.616
151,2024-11-27,East,Electronics,Online,11.0,272.8,3000.8,0.26,2220.592
152,2023-07-02,South,Electronics,Marketplace,3.0,404.61,1213.83,0.12,1068.1704
153,2024-02-24,South,Electronics,Store,9.0,697.94,6281.460000000001,0.31,4334.2074
154,2023-01-13,East,Electronics,Store,3.0,46.41,139.23,0.01,137.83769999999998
155,2023-12-21,Central,Clothing,Online,10.0,21.68,216.8,0.24,164.768
156,2023-08-30,West,Sports,Online,0.0,198.39,0.0,0.12,0.0
157,2024-03-25,Central,Clothing,Online,14.0,150.88,2112.3199999999997,0.06,1985.5807999999997
158,2024-10-20,North,Clothing,Store,14.0,495.19,6932.66,0.35,4506.229
159,2024-08-16,South,Clothing,Online,8.0,279.92,2239.36,0.18,1836.2752000000003
160,2023-04-16,South,Clothing,Store,7.0,472.65,3308.5499999999997,0.01,3275.4644999999996
161,2023-01-15,North,Clothing,Marketplace,5.0,505.76,2528.8,0.04,2427.648
162,2024-07-13,North,Beauty,Store,10.0,16.72,167.2,0.25,125.39999999999999
163,2023-12-02,South,Clothing,Store,4.0,,,0.11,
164,2023-12-12,East,Clothing,Marketplace,8.0,502.39,4019.12,0.02,3938.7376
165,2023-02-03,East,Clothing,Marketplace,8.0,304.24,2433.92,,
166,2024-04-26,South,Electronics,Store,-2.0,585.93,-1171.86,0.05,-1113.2669999999998
167,2023-04-09,North,Home,Online,9.0,128.88,1159.92,,
168,2024-11-12,East,Home,Marketplace,5.0,117.32,586.5999999999999,0.34,387.1559999999999
169,2023-08-06,North,Electronics,Online,-1.0,457.54,-457.54,0.18,-375.18280000000004
170,2023-04-10,East,Clothing,Online,10.0,533.11,5331.1,0.3,3731.77
171,2023-07-11,North,Sports,Marketplace,0.0,119.58,0.0,0.13,0.0
172,2024-02-05,North,Home,Store,11.0,294.78,3242.58,0.13,2821.0445999999997
173,2023-07-15,Central,Home,Online,8.0,197.89,1583.12,0.03,1535.6263999999999
174,2024-09-02,South,Electronics,Store,3.0,168.6,505.79999999999995,0.08,465.33599999999996
175,2023-05-29,Central,Electronics,Store,1.0,244.87,244.87,0.09,222.8317
176,2024-07-19,South,Sports,Store,10.0,610.45,6104.5,0.1,5494.05
177,2023-07-25,West,Sports,Marketplace,-1.0,531.56,-531.56,0.09,-483.71959999999996
178,2024-07-11,East,Clothing,Online,3.0,225.92,677.76,0.3,474.43199999999996
179,2023-07-19,West,Home,Online,13.0,80.77,1050.01,,
180,2024-11-28,South,Electronics,Marketplace,8.0,390.99,3127.92,0.32,2126.9856
181,2024-04-07,South,Sports,Store,0.0,8.82,0.0,0.05,0.0
182,2024-12-30,North,Sports,Marketplace,10.0,35.28,352.8,0.04,338.688
183,2023-04-05,North,Clothing,Online,11.0,576.85,6345.35,0.14,5457.001
184,2023-05-15,East,Sports,Store,3.0,242.34,727.02,0.28,523.4544
185,2023-03-17,North,Electronics,Online,4.0,32.64,130.56,0.33,87.47519999999999
186,2024-03-03,South,Clothing,Marketplace,-1.0,194.78,-194.78,0.18,-159.7196
187,2023-10-08,West,Clothing,Store,11.0,640.22,7042.42,0.03,6831.1474
188,2024-08-03,East,Home,Marketplace,1.0,272.15,272.15,0.21,214.99849999999998
189,2023-09-24,South,Home,Marketplace,-2.0,655.66,-1311.32,0.02,-1285.0936
190,2023-08-24,Central,Home,Online,7.0,300.98,2106.86,0.13,1832.9682
191,2024-01-03,Central,Clothing,Marketplace,7.0,571.87,4003.09,0.31,2762.1321
192,2023-10-30,South,Beauty,Online,5.0,-27.86,-139.3,0.33,-93.331
193,2024-05-01,West,Electronics,Marketplace,11.0,325.23,3577.53,0.33,2396.9451
194,2024-03-18,East,Sports,Store,,494.45,,0.24,
195,2024-09-15,East,Electronics,Store,12.0,525.66,6307.92,0.35,4100.148
196,2023-06-01,North,Electronics,Marketplace,8.0,471.74,3773.92,0.06,3547.4847999999997
197,2023-08-30,South,Clothing,Online,5.0,569.91,2849.5499999999997,0.15,2422.1175
198,2024-03-16,North,Electronics,Store,5.0,509.73,2548.65,0.27,1860.5145
199,2024-04-25,Central,Home,Online,12.0,304.29,3651.4800000000005,0.05,3468.9060000000004
200,2024-10-03,South,Beauty,Store,13.0,53.24,692.12,0.09,629.8292
201,2024-06-23,East,Clothing,Store,,264.16,,0.22,
202,2024-09-28,Central,Beauty,Store,3.0,147.6,442.79999999999995,0.32,301.1039999999999
203,2024-09-13,West,Clothing,Online,3.0,405.91,1217.73,0.09,1108.1343000000002
204,2023-12-12,Central,Home,Online,1.0,201.96,201.96,0.31,139.3524
205,2023-09-15,East,Electronics,Store,8.0,540.12,4320.96,0.14,3716.0256
206,2023-02-07,North,Beauty,Store,8.0,666.32,5330.56,0.06,5010.7264000000005
207,2023-05-11,West,Electronics,Store,12.0,480.27,5763.24,,
208,2024-02-28,West,Home,Store,11.0,603.37,6637.07,0.11,5906.9923
209,2023-11-07,Central,Electronics,Marketplace,14.0,358.08,5013.12,0.19,4060.6272000000004
210,2024-12-18,South,Electronics,Store,2.0,645.96,1291.92,0.1,1162.728
211,2023-04-17,North,Home,Online,0.0,-26.07,-0.0,0.33,-0.0
212,2024-05-31,East,Home,Store,10.0,398.16,3981.6000000000004,0.1,3583.4400000000005
213,2023-03-26,South,Beauty,Online,1.0,576.52,576.52,0.34,380.50319999999994
214,2023-06-13,South,Beauty,Online,12.0,-17.52,-210.24,0.28,-151.3728
215,2023-04-03,West,Electronics,Marketplace,-1.0,172.05,-172.05,0.15,-146.2425
216,2023-04-06,Central,Home,Online,5.0,17.05,85.25,0.33,57.11749999999999
217,2024-04-05,Central,Clothing,Online,,304.4,,0.3,
218,2023-11-01,North,Sports,Marketplace,3.0,389.43,1168.29,0.01,1156.6071
219,2024-09-18,South,Electronics,Marketplace,14.0,-11.44,-160.16,0.09,-145.7456
220,2023-10-02,Central,Beauty,Marketplace,0.0,492.93,0.0,0.2,0.0
221,2023-03-16,North,Home,Online,4.0,553.72,2214.88,0.14,1904.7968
222,2023-02-06,Central,Home,Store,0.0,-11.77,-0.0,0.22,-0.0
223,2024-01-31,,Sports,Store,9.0,282.16,2539.44,0.04,2437.8624
224,2023-12-22,Central,Sports,Store,12.0,617.6,7411.200000000001,0.06,6966.528
225,2024-04-14,East,Home,Marketplace,11.0,83.95,923.45,0.16,775.698
226,2024-05-24,South,Sports,Store,11.0,550.83,6059.13,0.11,5392.6257000000005
227,2023-03-29,Central,Beauty,Store,14.0,475.43,6656.02,0.02,6522.899600000001
228,2024-01-27,West,Home,Store,8.0,370.06,2960.48,0.01,2930.8752
229,2023-04-21,East,Electronics,Store,4.0,-18.19,-72.76,0.18,-59.66320000000001
230,2024-11-19,North,Sports,Store,9.0,98.1,882.9,0.27,644.5169999999999
231,2023-08-25,North,Home,Marketplace,-1.0,631.39,-631.39,0.04,-606.1343999999999
232,2024-02-06,North,Electronics,Online,1.0,42.77,42.77,0.18,35.071400000000004
233,2024-01-11,South,Beauty,Store,9.0,116.57,1049.1299999999999,0.11,933.7257
234,2024-10-20,West,Beauty,Online,9.0,369.58,3326.22,0.01,3292.9577999999997
235,2024-11-06,East,Beauty,Marketplace,8.0,269.88,2159.04,0.14,1856.7744
236,2024-10-29,North,Electronics,Marketplace,2.0,,,0.28,
237,2024-01-11,Central,Home,Online,0.0,621.29,0.0,,
238,2024-04-09,East,Electronics,Store,10.0,575.53,5755.299999999999,0.11,5122.217
239,2023-09-08,West,Electronics,Marketplace,10.0,140.44,1404.4,0.12,1235.872
240,2023-06-21,West,Beauty,Marketplace,7.0,219.99,1539.93,0.15,1308.9405
241,2024-01-04,West,Clothing,Online,8.0,363.47,2907.76,0.05,2762.3720000000003
242,2023-10-28,Central,Clothing,Online,4.0,360.21,1440.84,0.2,1152.672
243,2024-08-19,South,Beauty,Store,10.0,532.21,5322.1,0.12,4683.448
244,2023-10-27,East,Beauty,Marketplace,12.0,611.5,7338.0,0.33,4916.459999999999
245,2024-12-09,East,Beauty,Online,8.0,110.6,884.8,0.15,752.0799999999999
246,2023-10-17,South,Beauty,Marketplace,-1.0,,,0.25,
247,2024-01-14,Central,Beauty,Store,-1.0,567.94,-567.94,0.24,-431.6344
248,2024-05-27,East,Home,Store,1.0,473.03,473.03,0.06,444.6482
249,2023-03-02,,Sports,Store,5.0,487.02,2435.1,0.28,1753.272
250,2024-11-21,East,Sports,Online,8.0,,,0.19,
251,2023-12-02,North,Beauty,Online,2.0,571.59,1143.18,0.07,1063.1574
252,2024-09-03,North,Sports,Store,8.0,455.43,3643.44,0.23,2805.4488
253,2023-07-20,South,Clothing,Store,10.0,409.81,4098.1,0.17,3401.4230000000002
254,2023-08-09,North,Clothing,Marketplace,3.0,505.6,1516.8000000000002,0.16,1274.112
255,2023-03-19,North,Home,Online,8.0,493.57,3948.56,0.27,2882.4487999999997
256,2023-10-31,South,Home,Marketplace,3.0,172.46,517.38,0.11,460.4682
257,2023-10-17,East,Clothing,Online,0.0,-19.77,-0.0,0.07,-0.0
258,2024-01-24,East,Sports,Store,10.0,465.52,4655.2,0.19,3770.712
259,2023-11-01,West,Beauty,Store,4.0,,,0.17,
260,2024-10-14,Central,Electronics,Online,5.0,576.94,2884.7000000000003,0.27,2105.831
261,2023-03-06,South,Clothing,Online,2.0,444.28,888.56,0.16,746.3903999999999
262,2023-05-14,South,Electronics,Marketplace,11.0,423.61,4659.71,0.17,3867.5593
263,2024-03-31,East,Sports,Marketplace,7.0,451.5,3160.5,0.31,2180.745
264,2023-03-04,Central,Electronics,Marketplace,5.0,558.24,2791.2,0.23,2149.2239999999997
265,2024-04-24,North,Electronics,Online,10.0,50.97,509.7,0.13,443.43899999999996
266,2024-05-23,North,Beauty,Online,10.0,379.11,3791.1000000000004,0.0,3791.1000000000004
267,2024-07-27,South,Sports,Store,0.0,390.94,0.0,0.06,0.0
268,2023-08-20,South,Clothing,Online,0.0,208.63,0.0,0.28,0.0
269,2024-09-30,North,Sports,Marketplace,12.0,567.53,6810.36,0.15,5788.806
270,2024-02-17,North,Electronics,Online,13.0,253.33,3293.29,0.29,2338.2358999999997
271,2023-01-20,South,Clothing,Marketplace,4.0,437.68,1750.72,0.27,1278.0256
272,2024-08-31,East,Beauty,Online,5.0,615.1,3075.5,0.23,2368.135
273,2023-04-23,West,Home,Store,14.0,521.59,7302.26,0.07,6791.1017999999995
274,2023-01-13,East,Electronics,Marketplace,1.0,-19.6,-19.6,0.16,-16.464000000000002
275,2024-04-08,North,Clothing,Marketplace,11.0,677.45,7451.950000000001,,
276,2023-04-24,North,Clothing,Online,3.0,299.34,898.02,0.24,682.4952
277,2024-05-06,East,Clothing,Online,,28.59,,0.27,
278,2023-12-03,South,Clothing,Marketplace,-1.0,253.06,-253.06,0.08,-232.8152
279,2024-11-18,South,Electronics,Online,12.0,611.64,7339.68,0.06,6899.2991999999995
280,2023-01-03,,Home,Marketplace,14.0,334.78,4686.92,0.2,3749.536
281,2023-08-14,Central,Home,Store,14.0,34.58,484.12,0.06,455.0728
282,2023-02-22,Central,Beauty,Online,8.0,216.23,1729.84,0.25,1297.3799999999999
283,2024-01-28,North,Sports,Online,,,,0.04,
284,2023-09-21,East,Sports,Online,7.0,471.64,3301.48,0.09,3004.3468000000003
285,2023-03-18,North,Clothing,Marketplace,8.0,699.27,5594.16,0.06,5258.510399999999
286,2024-06-22,East,Electronics,Marketplace,14.0,386.94,5417.16,,
287,2023-02-17,South,Electronics,Store,4.0,340.96,1363.84,0.25,1022.8799999999999
288,2024-03-10,North,Electronics,Store,,280.77,,0.26,
289,2023-08-04,South,Beauty,Online,7.0,209.79,1468.53,,
290,2024-01-13,East,Clothing,Online,2.0,,,0.32,
291,2023-01-24,Central,Electronics,Online,6.0,651.95,3911.7000000000003,0.04,3755.232
292,2024-08-26,North,Sports,Store,,78.11,,0.08,
293,2024-02-13,South,Sports,Store,,695.11,,0.1,
294,2024-07-25,Central,Clothing,Online,12.0,59.95,719.4000000000001,0.14,618.6840000000001
295,2023-05-09,South,Home,Online,0.0,23.87,0.0,0.02,0.0
296,2023-01-28,South,Beauty,Marketplace,-1.0,218.46,-218.46,0.28,-157.2912
297,2024-02-21,North,Electronics,Online,4.0,608.87,2435.48,0.11,2167.5772
298,2024-06-17,South,Sports,Store,-2.0,349.94,-699.88,0.1,-629.892
299,2024-12-24,North,Sports,Online,7.0,,,0.23,
300,2024-08-16,South,Home,Marketplace,12.0,266.51,3198.12,0.2,2558.496
301,2023-10-07,South,Clothing,Store,5.0,642.14,3210.7,0.07,2985.9509999999996
302,2023-12-09,East,Clothing,Store,5.0,208.0,1040.0,0.24,790.4
303,2023-05-08,West,Sports,Online,5.0,268.02,1340.1,0.12,1179.288
304,2023-07-02,Central,Electronics,Store,-2.0,187.52,-375.04,0.0,-375.04
305,2024-03-18,North,Home,Store,8.0,430.2,3441.6,0.0,3441.6
306,2023-09-03,East,Sports,Marketplace,0.0,276.98,0.0,0.01,0.0
307,2024-12-28,North,Beauty,Store,6.0,512.66,3075.96,0.03,2983.6812
308,2024-01-16,East,Home,Online,0.0,50.87,0.0,0.08,0.0
309,2023-11-20,West,Sports,Online,10.0,321.82,3218.2,0.27,2349.2859999999996
310,2023-10-18,Central,Beauty,Marketplace,6.0,477.05,2862.3,0.26,2118.1020000000003
311,2023-07-06,Central,Electronics,Online,,534.23,,0.11,
312,2023-04-10,North,Beauty,Store,-2.0,,,0.27,
313,2024-07-09,North,Sports,Marketplace,5.0,586.35,2931.75,0.06,2755.845
314,2024-06-25,North,Home,Store,-1.0,520.23,-520.23,0.07,-483.8139
315,2023-05-20,East,Sports,Marketplace,5.0,472.79,2363.9500000000003,0.14,2032.9970000000003
316,2023-02-16,East,Home,Marketplace,-2.0,346.64,-693.28,0.07,-644.7503999999999
317,2024-12-31,West,Home,Marketplace,1.0,505.1,505.1,0.27,368.723
318,2023-04-10,North,Beauty,Online,4.0,-7.09,-28.36,0.06,-26.658399999999997
319,2024-08-17,West,Electronics,Online,3.0,-28.8,-86.4,0.02,-84.672
320,2024-07-25,Central,Sports,Online,10.0,98.68,986.8000000000001,0.18,809.1760000000002
321,2024-02-28,East,Beauty,Store,,-9.49,,0.17,
322,2023-12-26,East,Electronics,Online,6.0,99.12,594.72,0.03,576.8784
323,2023-07-17,North,Clothing,Marketplace,0.0,698.75,0.0,0.27,0.0
324,2023-11-11,West,Beauty,Marketplace,0.0,337.94,0.0,0.19,0.0
325,2023-03-13,Central,Electronics,Store,10.0,415.27,4152.7,0.03,4028.1189999999997
326,2024-06-11,East,Clothing,Marketplace,-1.0,473.1,-473.1,0.32,-321.70799999999997
327,2023-11-27,,Sports,Online,9.0,542.2,4879.8,0.01,4831.002
328,2024-11-05,West,Clothing,Online,5.0,391.28,1956.3999999999999,0.31,1349.9159999999997
329,2023-09-27,Central,Clothing,Online,0.0,203.2,0.0,0.21,0.0
330,2023-07-30,,Electronics,Marketplace,13.0,40.47,526.11,0.22,410.36580000000004
331,2024-04-14,North,Electronics,Store,12.0,459.87,5518.4400000000005,0.05,5242.518
332,2024-10-11,Central,Sports,Online,12.0,377.68,4532.16,0.22,3535.0848
